Branch,Visit Id,Visit Date Time,Visit Score,Recommend Score,Comments
FC Bristol,20920981,2026-04-24 21:00:00,100.0,10.0,Emily & Andrew
FC Bristol,20920981,2026-04-24 21:00:00,100.0,10.0,Emily and Andrew.. service with a smile
FC Bristol,20920981,2026-04-24 21:00:00,100.0,10.0,"Emily was amazing, Andrew was also very friendly and attentive. Great atmosphere. Highly recommend"
FC Bristol,20921283,2026-04-24 22:30:00,100.0,10.0,""
FC Bristol,20921283,2026-04-24 22:30:00,100.0,10.0,Andrew
FC Bristol,20921283,2026-04-24 22:30:00,100.0,10.0,Fantabbyhooby Gwinness
FC Bristol,20921283,2026-04-24 22:30:00,100.0,10.0,Told us funny anecdotes that were surprisingly deep
FC Bristol,20933473,2026-04-25 19:27:00,100.0,,""
FC Bristol,20934918,2026-04-25 23:00:00,100.0,10.0,""
FC Bristol,20934918,2026-04-25 23:00:00,100.0,10.0,Amazing fun time shoe
FC Bristol,20934918,2026-04-25 23:00:00,100.0,10.0,Amazing service. Above and beyond. Absolutely stand out member of staff. Model employee of the company
FC Bristol,20934918,2026-04-25 23:00:00,100.0,10.0,Nak
FC Bristol,20945195,2026-04-26 13:00:00,100.0,10.0,""
FC Bristol,20945195,2026-04-26 13:00:00,100.0,10.0,Bella
FC Bristol,20945195,2026-04-26 13:00:00,100.0,10.0,Bella was a lovely server.
FC Bristol,20945195,2026-04-26 13:00:00,100.0,10.0,"Lovely time, nice atmosphere."
FC Bristol,20945195,2026-04-26 13:00:00,100.0,10.0,"Very sweet lady, fast to attend when needed"
FC Bristol,20945577,2026-04-26 14:00:00,100.0,10.0,""
FC Bristol,20945577,2026-04-26 14:00:00,100.0,10.0,Bella
FC Bristol,20945577,2026-04-26 14:00:00,100.0,10.0,Fabulously friendly
FC Bristol,20945577,2026-04-26 14:00:00,100.0,10.0,Fantastic thankyou
FC Bristol,20947036,2026-04-26 18:00:00,87.0,8.0,""
FC Bristol,20947036,2026-04-26 18:00:00,87.0,8.0,Bella
FC Bristol,20947036,2026-04-26 18:00:00,87.0,8.0,Great time
FC Bristol,20947036,2026-04-26 18:00:00,87.0,8.0,Had a great time as always—Bella was really friendly and helpful. Would love to have her serve us again.
FC Bristol,20947084,2026-04-26 19:00:00,100.0,10.0,""
FC Bristol,20947084,2026-04-26 19:00:00,100.0,10.0,Bella
FC Bristol,20947084,2026-04-26 19:00:00,100.0,10.0,They let us play a lot longer and because of this we had a much better time and would 100% come again.
FC Bristol,20947084,2026-04-26 19:00:00,100.0,10.0,Would come back again
FC Bristol,20948115,2026-04-26 15:00:00,100.0,10.0,""
FC Bristol,20948115,2026-04-26 15:00:00,100.0,10.0,Bella
FC Bristol,20948115,2026-04-26 15:00:00,100.0,10.0,Can we have a free ticket please
FC Bristol,20948115,2026-04-26 15:00:00,100.0,10.0,Good. Can we have a free experience
FC Bristol,20948115,2026-04-26 15:00:00,100.0,10.0,Very pleasant
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,""
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,All drinks were great and tasted fantastic.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,All of the fries were lukewarm to cold. All other dishes were at an appropriate temperature.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,All staff who interacted with us were friendly and engaging. They made us feel very valued.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,All team members were well presented with correct uniform.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Coat hooks were pointed out to us.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Communication around the delay in food.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Drinks orders was taken promptly.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Drinks took 6 minutes to arrive from ordering.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Food and drinks menus were pointed out and the various ways to order.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Food order was correct.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Food took over 35 minutes to arrive and there was no apology on the delay.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,"Food was delicious, however, the temperature on the fries (side orders) was disappointing."
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Food was served on clean plates and well presented.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Food was well presented and looked very appetising.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,"He asked if we wanted any condiments and brought over ketchup, mayonnaise and vinegar."
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,I was shown the QR code and explained how to check against the allergen matrix.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,N/A
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,No need to complain.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Our drinks weren't empty.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Our table was cleared shortly after we finished our meal.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Steven came back over to check we had everything we needed and that everything was okay with the food.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Steven thanked us for the payment.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Steven was highly confident and knowledgeable about the subject of allergies and dietary requirements.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Steven was very competent and answered all our questions and recommendations.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Tankard with napkins were placed on the table after ordering food and drinks.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The bill was correct.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The bill was given to the table before food was delivered to the table.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The card machine was delivered promptly to the table.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The drinks order was repeated back.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The order was repeated at the end of everyone ordering.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The QR code on the receipt was explained in order to give feedback.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The server took us promptly up to the roof top terrace.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,"The server was very friendly and asked were we hear for darts, food or drinks and also asked where our preference was to sit and gave us the various options."
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The staff were friendly and were extremely attentive throughout the visit.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The staff were really attentive and nothing was too much trouble. The food was delicious and the atmosphere was really great with the rooftop terrace really being a highlight.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The team worked well together and were all incredibly friendly. There was a genuine feeling of how close the team were.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,"The toilets were very clean, however there was no toilet roll in one of the toilets."
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The venue was really beautiful and the rooftop terrace really enhanced the experience. Staff were extremely attentive and friendly. We felt very valued.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The venue was very clean throughout.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,The visit was excellent value with delicious food and great tasting drinks.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,There was a cigarette butt outside the front entrance.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,This was not applicable as I stated I had fish allergy and ordered steak tacos.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Venue atmosphere was fantastic with music at a level where conversation could be had without shouting.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,"We were asked if we had allergies, of which, I stated I had a fish allergy. I was shown how to check the QR code against the allergy stated."
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,We were given a warm goodbye and to come back soon.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,We were greeted warmly straight away by a member of staff.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,We were not informed of anything not available on the menu.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Yes my order was repeated back.
FC Cardiff,20334851,2026-04-24 12:15:00,90.1,10.0,Yes the bill was presented in a folder.
FC Cardiff,20884008,2026-04-21 16:00:00,100.0,10.0,""
FC Cardiff,20884008,2026-04-21 16:00:00,100.0,10.0,Neighbourhood discount offer
FC Cardiff,20884008,2026-04-21 16:00:00,100.0,10.0,Steven
FC Cardiff,20884008,2026-04-21 16:00:00,100.0,10.0,Steven was extremely thoughtful and kind with my mum who had recently had a knee operation. He was really quick to serve us and made sure we were happy with our choices of food and drinks.
FC Cardiff,20884008,2026-04-21 16:00:00,100.0,10.0,Steven was fabulous! He was really attentive and kind to my mum who has not long had a knee op. Very thoughtful and gave us great service. Thank you 🤩
FC Cardiff,20884008,2026-04-21 16:00:00,100.0,10.0,The whole team were really welcoming and friendly
FC Cardiff,20895099,2026-04-22 13:00:00,100.0,10.0,""
FC Cardiff,20895099,2026-04-22 13:00:00,100.0,10.0,Adam
FC Cardiff,20895099,2026-04-22 13:00:00,100.0,10.0,"Adam was lovely, we felt looked after the whole time!"
FC Cardiff,20895099,2026-04-22 13:00:00,100.0,10.0,"Had a wonderful hour on the terrace with a couple of drinks, great service"
FC Cardiff,20895206,2026-04-20 13:00:00,100.0,10.0,""
FC Cardiff,20895206,2026-04-20 13:00:00,100.0,10.0,We had a really good time! Thank you
FC Cardiff,20895212,2026-04-20 19:00:00,100.0,10.0,""
FC Cardiff,20895212,2026-04-20 19:00:00,100.0,10.0,Cerys
FC Cardiff,20895212,2026-04-20 19:00:00,100.0,10.0,very lovely
FC Cardiff,20895212,2026-04-20 19:00:00,100.0,10.0,We come here all the time and always have the best time. The cocktails on the roof terrace is peak
FC Cardiff,20895215,2026-04-20 16:00:00,100.0,10.0,""
FC Cardiff,20895215,2026-04-20 16:00:00,100.0,10.0,Cerys
FC Cardiff,20895215,2026-04-20 16:00:00,100.0,10.0,"Popped in for some food, the carbonara pizza was very good! The service was good too, big shout out to Cerys for being so on top of everything"
FC Cardiff,20895215,2026-04-20 16:00:00,100.0,10.0,So speedy
FC Cardiff,20895221,2026-04-20 13:00:00,100.0,10.0,""
FC Cardiff,20895221,2026-04-20 13:00:00,100.0,10.0,"Had a nice time on the darts and the drinks kept flowing, all in all was really nice here"
FC Cardiff,20895236,2026-04-21 13:30:00,97.8,10.0,""
FC Cardiff,20895236,2026-04-21 13:30:00,97.8,10.0,Cerys
FC Cardiff,20895236,2026-04-21 13:30:00,97.8,10.0,"Sooooo nice and friendly, my mum was obsessed with the little one Cerys"
FC Cardiff,20895236,2026-04-21 13:30:00,97.8,10.0,"We came for lunch as we saw the taco deal outside. The tacos were on the small side but as it was a good deal we didn't say anything. The service was fantastic, we will definitely be back"
FC Cardiff,20895632,2026-04-21 13:00:00,100.0,10.0,""
FC Cardiff,20895632,2026-04-21 13:00:00,100.0,10.0,Aleksandra
FC Cardiff,20895632,2026-04-21 13:00:00,100.0,10.0,Everyone was so nice and lovely
FC Cardiff,20895632,2026-04-21 13:00:00,100.0,10.0,Friends love it here
FC Cardiff,20895632,2026-04-21 13:00:00,100.0,10.0,"Really attentive, kept checking up on us and reccomended great drinks"
FC Cardiff,20895647,2026-04-20 22:30:00,100.0,10.0,""
FC Cardiff,20895647,2026-04-20 22:30:00,100.0,10.0,Aleks
FC Cardiff,20895647,2026-04-20 22:30:00,100.0,10.0,been great all around
FC Cardiff,20895647,2026-04-20 22:30:00,100.0,10.0,Everything was perfect
FC Cardiff,20895764,2026-04-22 13:00:00,100.0,10.0,""
FC Cardiff,20895764,2026-04-22 13:00:00,100.0,10.0,Brilliant service
FC Cardiff,20895764,2026-04-22 13:00:00,100.0,10.0,Had a few drinks out the front
FC Cardiff,20895764,2026-04-22 13:00:00,100.0,10.0,Harry
FC Cardiff,20906951,2026-04-23 12:00:00,100.0,10.0,""
FC Cardiff,20906951,2026-04-23 12:00:00,100.0,10.0,Alys
FC Cardiff,20906951,2026-04-23 12:00:00,100.0,10.0,alys was amazing
FC Cardiff,20906951,2026-04-23 12:00:00,100.0,10.0,we had. lovely time great fun
FC Cardiff,20906985,2026-04-23 13:00:00,100.0,10.0,""
FC Cardiff,20906985,2026-04-23 13:00:00,100.0,10.0,Alys
FC Cardiff,20906985,2026-04-23 13:00:00,100.0,10.0,excellent service!
FC Cardiff,20906985,2026-04-23 13:00:00,100.0,10.0,Had a great time in the venue
FC Cardiff,20907007,2026-04-23 13:30:00,100.0,10.0,""
FC Cardiff,20907007,2026-04-23 13:30:00,100.0,10.0,Alys
FC Cardiff,20907007,2026-04-23 13:30:00,100.0,10.0,It was amazing all the workers were very friendly and efficient.
FC Cardiff,20907007,2026-04-23 13:30:00,100.0,10.0,They went above and beyond to accomodate us.
FC Cardiff,20907022,2026-04-23 13:30:00,100.0,10.0,""
FC Cardiff,20907022,2026-04-23 13:30:00,100.0,10.0,Alys
FC Cardiff,20907022,2026-04-23 13:30:00,100.0,10.0,"Amazing service, great energy."
FC Cardiff,20907022,2026-04-23 13:30:00,100.0,10.0,I had a fantastic time!
FC Cardiff,20907045,2026-04-23 13:00:00,100.0,10.0,""
FC Cardiff,20907045,2026-04-23 13:00:00,100.0,10.0,alys smashed it out the park
FC Cardiff,20907045,2026-04-23 13:00:00,100.0,10.0,alyssss
FC Cardiff,20907045,2026-04-23 13:00:00,100.0,10.0,lovely day !!
FC Cardiff,20907059,2026-04-22 13:30:00,100.0,10.0,""
FC Cardiff,20907059,2026-04-22 13:30:00,100.0,10.0,Alice
FC Cardiff,20907059,2026-04-22 13:30:00,100.0,10.0,Great!
FC Cardiff,20907059,2026-04-22 13:30:00,100.0,10.0,Super friendly and helpful
FC Cardiff,20907256,2026-04-23 14:00:00,100.0,10.0,""
FC Cardiff,20907256,2026-04-23 14:00:00,100.0,10.0,Alys
FC Cardiff,20907256,2026-04-23 14:00:00,100.0,10.0,Answerd ever question we threw at her !
FC Cardiff,20907256,2026-04-23 14:00:00,100.0,10.0,New food menu crazy
FC Cardiff,20907322,2026-04-22 18:00:00,100.0,10.0,""
FC Cardiff,20907322,2026-04-22 18:00:00,100.0,10.0,Alys
FC Cardiff,20907322,2026-04-22 18:00:00,100.0,10.0,Bring back old food menu
FC Cardiff,20907322,2026-04-22 18:00:00,100.0,10.0,Great
FC Cardiff,20907322,2026-04-22 18:00:00,100.0,10.0,Kind
FC Cardiff,20908790,2026-04-23 20:00:00,100.0,10.0,""
FC Cardiff,20908790,2026-04-23 20:00:00,100.0,10.0,Hollie and Cerys
FC Cardiff,20908790,2026-04-23 20:00:00,100.0,10.0,it was amazing the servers were incredible
FC Cardiff,20908790,2026-04-23 20:00:00,100.0,10.0,they were friendly and attentive
FC Cardiff,20908792,2026-04-23 20:00:00,100.0,10.0,""
FC Cardiff,20908792,2026-04-23 20:00:00,100.0,10.0,Great atmosphere on the terrace and great music and just good vibes all around
FC Cardiff,20908792,2026-04-23 20:00:00,100.0,10.0,Hollie and Cerys
FC Cardiff,20908792,2026-04-23 20:00:00,100.0,10.0,Incredible service and great enthusiasm and attitude
FC Cardiff,20908870,2026-04-22 20:00:00,100.0,10.0,""
FC Cardiff,20908870,2026-04-22 20:00:00,100.0,10.0,Had a great time thank you
FC Cardiff,20908870,2026-04-22 20:00:00,100.0,10.0,None all great
FC Cardiff,20919431,2026-04-22 13:00:00,100.0,10.0,""
FC Cardiff,20919431,2026-04-22 13:00:00,100.0,10.0,Absolutely amazing time
FC Cardiff,20919431,2026-04-22 13:00:00,100.0,10.0,Alys
FC Cardiff,20919431,2026-04-22 13:00:00,100.0,10.0,She was awesome!
FC Cardiff,20919445,2026-04-21 14:00:00,100.0,10.0,""
FC Cardiff,20919445,2026-04-21 14:00:00,100.0,10.0,"Love everything about this place, the team are very friendly and efficient"
FC Cardiff,20919465,2026-04-23 18:00:00,100.0,10.0,""
FC Cardiff,20919465,2026-04-23 18:00:00,100.0,10.0,Really nice vibes today
FC Cardiff,20919493,2026-04-23 14:00:00,100.0,10.0,""
FC Cardiff,20919493,2026-04-23 14:00:00,100.0,10.0,"We will come back next week for a drink on the terrace, really enjoyed it here!"
FC Cardiff,20919600,2026-04-24 14:00:00,97.6,9.0,""
FC Cardiff,20919600,2026-04-24 14:00:00,97.6,9.0,"Good atmosphere and good darts, wicked"
FC Cardiff,20919905,2026-04-24 12:00:00,100.0,10.0,""
FC Cardiff,20919905,2026-04-24 12:00:00,100.0,10.0,Drinks were good
FC Cardiff,20919909,2026-04-24 12:30:00,100.0,10.0,""
FC Cardiff,20919909,2026-04-24 12:30:00,100.0,10.0,Alys
FC Cardiff,20919909,2026-04-24 12:30:00,100.0,10.0,Fast service
FC Cardiff,20919909,2026-04-24 12:30:00,100.0,10.0,Love her!
FC Cardiff,20919917,2026-04-24 13:00:00,100.0,10.0,""
FC Cardiff,20919917,2026-04-24 13:00:00,100.0,10.0,The team were friendly and the drinks/food was good! We especially liked the buffalo bites
FC Cardiff,20919918,2026-04-24 14:00:00,100.0,10.0,""
FC Cardiff,20919918,2026-04-24 14:00:00,100.0,10.0,Always a good time here
FC Cardiff,20919926,2026-04-24 14:00:00,93.5,9.0,""
FC Cardiff,20919926,2026-04-24 14:00:00,93.5,9.0,Alys!!
FC Cardiff,20919926,2026-04-24 14:00:00,93.5,9.0,Long wait time on food. But the servers were very apologetic and we couldn't have asked them to do more for us.
FC Cardiff,20919926,2026-04-24 14:00:00,93.5,9.0,She helped us with our food order a lot and made sure we were very well looked after
FC Cardiff,20919931,2026-04-24 14:00:00,97.6,9.0,""
FC Cardiff,20919931,2026-04-24 14:00:00,97.6,9.0,Really good darts
FC Cardiff,20919937,2026-04-24 15:00:00,95.7,10.0,""
FC Cardiff,20919937,2026-04-24 15:00:00,95.7,10.0,Epic dude
FC Cardiff,20919937,2026-04-24 15:00:00,95.7,10.0,Felix
FC Cardiff,20919937,2026-04-24 15:00:00,95.7,10.0,We really enjoyed the darts and everyone in the group had a good time. Came here for a work party and it was a good social!
FC Cardiff,20919946,2026-04-24 16:00:00,100.0,10.0,""
FC Cardiff,20919946,2026-04-24 16:00:00,100.0,10.0,"The cocktails were yummy, didn't try the food but we had a lush time on the terrace"
FC Cardiff,20919963,2026-04-24 17:00:00,97.8,10.0,""
FC Cardiff,20919963,2026-04-24 17:00:00,97.8,10.0,The terrace is sooooo good ! Sun was shining so hot
FC Cardiff,20919989,2026-04-24 18:00:00,100.0,10.0,""
FC Cardiff,20919989,2026-04-24 18:00:00,100.0,10.0,Cerys
FC Cardiff,20919989,2026-04-24 18:00:00,100.0,10.0,"Fantastic service, she needs a promotion!"
FC Cardiff,20919989,2026-04-24 18:00:00,100.0,10.0,Thank you to the waitress Cerys for being so accomodating!
FC Cardiff,20919993,2026-04-24 19:00:00,100.0,10.0,""
FC Cardiff,20919993,2026-04-24 19:00:00,100.0,10.0,Alys
FC Cardiff,20919993,2026-04-24 19:00:00,100.0,10.0,Alys gave the birthday girl a free margarita and honestly it made our evening! She couldn't do enough for us
FC Cardiff,20919993,2026-04-24 19:00:00,100.0,10.0,She da best!!
FC Cardiff,20920000,2026-04-24 19:00:00,97.2,10.0,""
FC Cardiff,20920000,2026-04-24 19:00:00,97.2,10.0,Abi
FC Cardiff,20920000,2026-04-24 19:00:00,97.2,10.0,Food took a while to come out but it was delicious!
FC Cardiff,20920000,2026-04-24 19:00:00,97.2,10.0,Shout out to Abi for sorting us out from start to finish!
FC Cardiff,20920009,2026-04-24 19:00:00,100.0,10.0,""
FC Cardiff,20920009,2026-04-24 19:00:00,100.0,10.0,"Had such a good time, can't wait to be back soon"
FC Cardiff,20920012,2026-04-24 20:00:00,97.6,9.0,""
FC Cardiff,20920012,2026-04-24 20:00:00,97.6,9.0,We all had a nice time and thought it was decently priced. The darts were a little pricey but the experience was really good so we couldn't fault it at all
FC Cardiff,20920021,2026-04-24 20:00:00,100.0,10.0,""
FC Cardiff,20920021,2026-04-24 20:00:00,100.0,10.0,Cerys and Alys
FC Cardiff,20920021,2026-04-24 20:00:00,100.0,10.0,Just all around really nice and friendly
FC Cardiff,20920021,2026-04-24 20:00:00,100.0,10.0,Nope!
FC Cardiff,20920021,2026-04-24 20:00:00,100.0,10.0,Thank you Flight Club! My mum had the best birthday honestly
FC Cardiff,20920026,2026-04-24 18:30:00,95.1,10.0,""
FC Cardiff,20920026,2026-04-24 18:30:00,95.1,10.0,.
FC Cardiff,20931125,2026-04-24 19:00:00,78.1,9.0,""
FC Cardiff,20931125,2026-04-24 19:00:00,78.1,9.0,Dont take food orders if your can’t deliver!
FC Cardiff,20931125,2026-04-24 19:00:00,78.1,9.0,Excellent concept but the food service is shocking ordered at 7-15 and at 8-45 we had not received our order and the cook hadn’t even started it due to a large party booking. Really let it down by this service for what was quite expensive food out of a freezer ! We ended up having to leave without eating shocking. We were told the delay was because one of our party was gluten free ! What a load of rubbish as she had been there the night before and been served quickly. If the establishment can’t cope with large bookings then don’t accept food orders for those wanting to play darts and eat at the same time. Even when we complained the manager still couldn’t tell us what time the food was coming … I mean 2 hours to cook a pizza is ridiculous! We also asked for a number of food items only to be told they didn’t have them !!! How can you run out !
FC Cardiff,20931207,2026-04-24 19:00:00,92.7,8.0,""
