Branch,Visit Id,Visit Date Time,Visit Score,Recommend Score,Comments,Visit Summary
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,I asked what butter gaskins were. The waitress went to ask a colleague as she could not answer.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,"I recommend the Flight Club if you want quick service, pub-style food.","On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,I was thanked when paying at the bar.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,"I would have liked table service but no one came for some time, so we ordered at the bar.","On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,"'Is everything OK? Do you need anything else?' A female, around 23 years old, wearing a pink bow tie.","On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,"No staff were present on arrival, it took around 30 seconds for the staff member to greet us. They were female. Around 5ft 4in, light brown hair with a fringe. Around 25 years old.","On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,No staff were present.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,"No, this was not mentioned.","On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,Paid at the bar.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,Receipt was given after paying.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,Table service being available and someone to welcome us in.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,The burgers were very greasy and tasted bland.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,The drinks came within 3 minutes. Very prompt.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,The waitress confirmed our items did not contain any allergens that we said we had.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,Very clean.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,"Very cold, well poured beer.","On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,Very tidy on arrival. Free of rubbish and clutter.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,Very warm welcome. Allowed us to choose a table at our leisure.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,We assumed the venue was bar orders only as no one came to take drink orders.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,We were able to wander around and choose our table which we were happy with.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,We were asked before placing the order.,"On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,"Well presented, hot, all arrived together.","On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601228,2026-02-04 12:45:00,79.5,8.0,"When the server didn't know about butter gaskins, her colleague helped her. The chef also came out to check that the front-of-house staff were OK.","On arrival, the venue was clean and tidy, there was good music at a nice volume. When we arrived, there was one couple sitting having food but no staff were present to welcome us. When they did welcome us into the venue, we were told we could choose our own table, but we weren’t told that food and drink menus were on the table for us to view. After six or seven minutes, nobody came to take our food and drink order, so I ordered this at the bar, which I assumed was the process for this venue. The toilets are well signposted and extremely clean inside. Our drinks and food arrived very quickly and seemed freshly prepared. Once the food arrived, the waitress checked in on us, but it would've been nice to be thanked and given a departing comment when we left the venue."
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,"",""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,"Date and time of the event were included.Number of guests, pricing, gaming options, drinks and food information were also provided, as well as next steps.",""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,He didn't ask me if I wanted the space to be put on hold. He didn't explain anything about the fee required to confirm the event.He did say that he was going to send an email with all the information provided and the prices.,""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,"He explained the prices (venue, gaming, minimum spend, etc) and said that the price per person would be £53 but did not reference my budget.",""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,He just explained the minimum spend.,""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,"He slightly explained the room he offered for our booking. He said that it was perfect for a group of 55 guests and that we would have a member of staff with taking orders, so we didn't have to go to the bar.",""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,I received a message of a missing call as I didn't have phone signal. I called back after 10 or 15 mins and could talk with an agent straight away.,""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,I said that it was a staff party. The agent asked about the company.,""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,I said that my budget was £40 per person.,""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,"I waited around 5 minutes until I received the email with the proposal.I received the event details, along with prices and next steps.",""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,I would have preferred the agent to give me an option within my budget.,""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,The agent didn't ask for special requirements.I did ask if they had gluten free options available. The agent confirmed that they do.,""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,The agent didn't mention anything about another call at any point.,""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,"The agent was nice, polite and informative.However, he didn't ask me if I wanted to make a provisional booking or to put the space on hold.",""
FC Oxford,19601251,2026-01-29 16:15:00,71.9,,The date and time of the event were available.,""
FC Oxford,19700214,2026-01-24 13:00:00,100.0,10.0,"",
FC Oxford,19700214,2026-01-24 13:00:00,100.0,10.0,Been here before,
FC Oxford,19700214,2026-01-24 13:00:00,100.0,10.0,Fantastic,
FC Oxford,19700214,2026-01-24 13:00:00,100.0,10.0,From the moment we arrived Isaiah was on hand to make sure we were topped up. Brilliant day. Thank you,
FC Oxford,19700214,2026-01-24 13:00:00,100.0,10.0,Isaiah,
FC Oxford,19702849,2026-01-24 17:00:00,100.0,10.0,"",
FC Oxford,19702849,2026-01-24 17:00:00,100.0,10.0,Flight club is a lovely place to come,
FC Oxford,19702849,2026-01-24 17:00:00,100.0,10.0,The darts were really well explained to us,
FC Oxford,19702849,2026-01-24 17:00:00,100.0,10.0,Zoe and connor,
FC Oxford,19702877,2026-01-24 14:00:00,100.0,10.0,"",
FC Oxford,19702877,2026-01-24 14:00:00,100.0,10.0,Great vibes,
FC Oxford,19702877,2026-01-24 14:00:00,100.0,10.0,Very friendly and helpful staff,
FC Oxford,19702877,2026-01-24 14:00:00,100.0,10.0,Zoe,
FC Oxford,19702916,2026-01-24 16:30:00,100.0,10.0,"",
FC Oxford,19702916,2026-01-24 16:30:00,100.0,10.0,always love it here!,
FC Oxford,19702916,2026-01-24 16:30:00,100.0,10.0,"When we were taken to our oche zoe was brilliant, we felt very in the loop with how it all worked! Connor was also with us so often we never felt like we were waiting for drinks! Great job guys!!!",
FC Oxford,19702916,2026-01-24 16:30:00,100.0,10.0,Zoe and connor,
FC Oxford,19702926,2026-01-24 19:00:00,100.0,10.0,"",
FC Oxford,19702926,2026-01-24 19:00:00,100.0,10.0,Here for our friends 50th birthday,
FC Oxford,19702926,2026-01-24 19:00:00,100.0,10.0,Zoe and connor,
FC Oxford,19702926,2026-01-24 19:00:00,100.0,10.0,"Zoe made us feel so welcomed! Connor also convinced us to buy 2 triumph cups, did not regret it!",
FC Oxford,19703625,2026-01-24 21:00:00,100.0,10.0,"",
FC Oxford,19703625,2026-01-24 21:00:00,100.0,10.0,Class,
FC Oxford,19703625,2026-01-24 21:00:00,100.0,10.0,Lady was class,
FC Oxford,19703625,2026-01-24 21:00:00,100.0,10.0,Martyna,
FC Oxford,19703630,2026-01-24 20:30:00,100.0,10.0,"",
FC Oxford,19703630,2026-01-24 20:30:00,100.0,10.0,Amazing server!,
FC Oxford,19703630,2026-01-24 20:30:00,100.0,10.0,Great game to play,
FC Oxford,19703630,2026-01-24 20:30:00,100.0,10.0,Martyna,
FC Oxford,19703631,2026-01-24 20:30:00,100.0,10.0,"",
FC Oxford,19703631,2026-01-24 20:30:00,100.0,10.0,10/10,
FC Oxford,19703631,2026-01-24 20:30:00,100.0,10.0,lovely and polite,
FC Oxford,19703631,2026-01-24 20:30:00,100.0,10.0,Martyna,
FC Oxford,19704196,2026-01-24 21:00:00,100.0,10.0,"",
FC Oxford,19704196,2026-01-24 21:00:00,100.0,10.0,Martyna,
FC Oxford,19704196,2026-01-24 21:00:00,100.0,10.0,Martyna was very helpful,
FC Oxford,19704196,2026-01-24 21:00:00,100.0,10.0,Really friendly,
FC Oxford,19704201,2026-01-24 21:00:00,100.0,10.0,"",
FC Oxford,19704201,2026-01-24 21:00:00,100.0,10.0,Great service from Martina. Really friendly :),
FC Oxford,19704201,2026-01-24 21:00:00,100.0,10.0,Martina,
FC Oxford,19704201,2026-01-24 21:00:00,100.0,10.0,Quick speedy friendly service.,
FC Oxford,19704201,2026-01-24 21:00:00,100.0,10.0,Very straightforward with booking and playing the games. Drinks came really quickly.,
FC Oxford,19704219,2026-01-24 21:30:00,88.9,9.0,"",
FC Oxford,19704219,2026-01-24 21:30:00,88.9,9.0,Excellent,
FC Oxford,19704219,2026-01-24 21:30:00,88.9,9.0,None,
FC Oxford,19704281,2026-01-24 21:00:00,100.0,10.0,"",
FC Oxford,19704281,2026-01-24 21:00:00,100.0,10.0,Great,
FC Oxford,19704281,2026-01-24 21:00:00,100.0,10.0,Martyna,
FC Oxford,19704281,2026-01-24 21:00:00,100.0,10.0,Was really friendly with Adam Palmer,
FC Oxford,19704319,2026-01-24 21:30:00,100.0,10.0,"",
FC Oxford,19704319,2026-01-24 21:30:00,100.0,10.0,Martyna,
FC Oxford,19704319,2026-01-24 21:30:00,100.0,10.0,"Martyna was great, served us quickly and we recieved our drinks very soon after as well",
FC Oxford,19704319,2026-01-24 21:30:00,100.0,10.0,Quick service and friendly,
FC Oxford,19704920,2026-01-24 21:30:00,100.0,10.0,"",
FC Oxford,19704920,2026-01-24 21:30:00,100.0,10.0,Good,
FC Oxford,19704920,2026-01-24 21:30:00,100.0,10.0,Millie & onyx,
FC Oxford,19704920,2026-01-24 21:30:00,100.0,10.0,Onyx made good drinks. Millie cleaned the glasses,
FC Oxford,19704923,2026-01-24 23:30:00,100.0,10.0,"",
FC Oxford,19704923,2026-01-24 23:30:00,100.0,10.0,"Absolutely outstanding, always making sure we had drinks",
FC Oxford,19704923,2026-01-24 23:30:00,100.0,10.0,Been before through friends,
FC Oxford,19704923,2026-01-24 23:30:00,100.0,10.0,Martyna,
FC Oxford,19704923,2026-01-24 23:30:00,100.0,10.0,Martyna was the best waitress ever,
FC Oxford,19704932,2026-01-24 23:30:00,100.0,10.0,"",
FC Oxford,19704932,2026-01-24 23:30:00,100.0,10.0,i think the lady serving was amazing 😁,
FC Oxford,19704932,2026-01-24 23:30:00,100.0,10.0,Martyna,
FC Oxford,19704932,2026-01-24 23:30:00,100.0,10.0,My mate,
FC Oxford,19704932,2026-01-24 23:30:00,100.0,10.0,our drinks were taken before we finished them but martyna sorted it all out,
FC Oxford,19704932,2026-01-24 23:30:00,100.0,10.0,outstanding customer service,
FC Oxford,19709153,2026-01-24 23:00:00,100.0,10.0,"",
FC Oxford,19709153,2026-01-24 23:00:00,100.0,10.0,Always a good night!,
FC Oxford,19712781,2026-01-24 15:00:00,100.0,10.0,"",
FC Oxford,19712781,2026-01-24 15:00:00,100.0,10.0,Brilliant couple of hours fun. Highly recommended,
FC Oxford,19712781,2026-01-24 15:00:00,100.0,10.0,"First time visit and had great family fun, food & drinks",
FC Oxford,19712884,2026-01-24 12:00:00,97.8,10.0,"",
FC Oxford,19712884,2026-01-24 12:00:00,97.8,10.0,Already aware,
FC Oxford,19712884,2026-01-24 12:00:00,97.8,10.0,"Great atmosphere, the games were lots of fun. Food was very good",
FC Oxford,19714295,2026-01-24 14:00:00,92.7,10.0,"",
FC Oxford,19714295,2026-01-24 14:00:00,92.7,10.0,Excellent experience. Top quality.,
FC Oxford,19714295,2026-01-24 14:00:00,92.7,10.0,Quality of the whole experience is superb.,
FC Oxford,19716965,2026-01-24 14:30:00,100.0,10.0,"",
FC Oxford,19716965,2026-01-24 14:30:00,100.0,10.0,Amazing!!,
FC Oxford,19716965,2026-01-24 14:30:00,100.0,10.0,Amazing!! Great laugh with friends,
